deputat,partia,perc_for,votes_for,year,tvo,oblast
Дичик Олег Олександрович , самовисування,0.55,448,2014,№218,м.Київ
Третьяков Олександр Юрійович ," ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",44.91,39986,2014,№219,м.Київ
Бондаренко Володимир Дмитрович ," політична партія Всеукраїнське об’єднання ""Батьківщина""",28.11,25035,2014,№219,м.Київ
Грабар Микола Федорович , самовисування,5.76,5133,2014,№219,м.Київ
Бережний Володимир Павлович , Радикальна Партія Олега Ляшка,5.58,4976,2014,№219,м.Київ
Михайлова Раїса Василівна ," Партія Сергія Тігіпка ""Сильна Україна""",3.25,2896,2014,№219,м.Київ
Силенко Надія Іванівна ," Політична партія ""Національна Демократична партія України""",2.64,2354,2014,№219,м.Київ
Гукалов Михайло Олександрович ," Політична партія ""Опозиційний блок""",2.15,1923,2014,№219,м.Київ
Денисюк Петро Сергійович , самовисування,1.59,1416,2014,№219,м.Київ
Печерський Валерій Вікторович , самовисування,1.52,1359,2014,№219,м.Київ
Данилейко Микола Віталійович , самовисування,1.22,1087,2014,№219,м.Київ
Йожиков Сергій Леонідович ," ПОЛІТИЧНА ПАРТІЯ ""БЛОК ЛІВИХ СИЛ УКРАЇНИ""",0.75,671,2014,№219,м.Київ
Флюнт Остап Орестович , самовисування,0.67,598,2014,№219,м.Київ
Дзюбенко Олена Олексіївна , Ліберальна партія України,0.64,574,2014,№219,м.Київ
Глущенко Олексій Анатолійович , самовисування,0.63,562,2014,№219,м.Київ
Беляк Ігор Георгійович ," Політична партія ""СІРІУС""",0.52,464,2014,№219,м.Київ
Константіновський Вячеслав Леонідович ," Політична партія ""НАРОДНИЙ ФРОНТ""",32.98,25740,2014,№220,м.Київ
